 ------------------------------------
 #p opt b3lyp/6-31g geom=connectivity
 ------------------------------------

 -------------------
 Title Card Required
 -------------------

                         Standard orientation:                         
 ---------------------------------------------------------------------
 Center     Atomic      Atomic             Coordinates (Angstroms)
 Number     Number       Type             X           Y           Z
     41          6           0        6.417567   -1.205461   -0.062763
     42          6           0        6.170877   -4.039287   -0.053955
     43          6           0        7.578755   -2.035540   -0.072725
     44          6           0        6.604130    0.209215   -0.088040
     45          6           0        5.775492    2.486384   -0.137890
     46          6           0        4.843875    4.816877   -0.171247
     47          6           0        7.472131   -3.458368   -0.062315
     48          6           0       -6.161840    5.385440   -0.152396
     49          6           0       -5.776142    2.486593   -0.135180
     50          6           0       -5.486008    1.069683   -0.091997
     51          6           0       -5.068978   -1.775397   -0.030840
     52          6           0       -3.711928   -3.851227   -0.047952
     53          6           0       -6.418433   -1.205538   -0.063484
     54          6           0       -6.605157    0.209242   -0.088076
     55          6           0       -7.094764    3.068440   -0.131819
     56          6           0       -7.245232    4.506651   -0.144612
     57          6           0       -4.103333    0.505033   -0.033046
     58          6           0       -4.987389   -3.225167   -0.041971
     59          6           0        6.087939   -5.478889   -0.055750
     60          6           0        3.653581   -5.301823   -0.057383
     61          6           0        1.227250   -5.256283   -0.057859
     62          6           0       -1.228005   -5.256224   -0.057889
     63          6           0       -3.654400   -5.301733   -0.057456
     64          6           0        8.640563   -4.278273   -0.063858
     65          6           0        4.823550   -6.065990   -0.050561
     66          1           0        4.738465   -7.148127   -0.040961
     67          6           0        2.424926   -5.962059   -0.051479
     68          6           0        8.534475   -5.713527   -0.053630
     69          6           0        7.249576   -6.272544   -0.048700
     70          1           0        7.137960   -7.352885   -0.039102
     71          6           0       -2.425653   -5.961977   -0.051599
     72          1           0       -2.408150   -7.047003   -0.041970
     73          1           0        2.407348   -7.047088   -0.041902
     74          6           0       -0.000374   -5.926680   -0.051839
     75          1           0       -0.000391   -7.012131   -0.042241
     76          6           0        6.161277    5.385260   -0.152176
     77          6           0        7.094237    3.068264   -0.131558
     78          6           0        7.945647    0.780192   -0.111243
     79          6           0        8.907859   -1.462911   -0.091340
     80          6           0        9.954520   -3.688869   -0.071578
     81          6           0        9.714154   -6.508625   -0.046555
     82          6           0        7.244639    4.506560   -0.144415
     83          6           0        8.160196    2.181630   -0.123757
     84          1           0        9.183355    2.546044   -0.126931
     85          6           0        9.049541   -0.069523   -0.103748
     86          1           0       10.047220    0.358829   -0.107503
     87          6           0       10.044502   -2.289276   -0.084012
     88          6           0       11.104272   -4.524787   -0.064142
     89          1           0       12.086182   -4.062697   -0.068227
     90          6           0       10.973687   -5.912771   -0.051824
     91          1           0        8.257383    4.901279   -0.147845
     92          1           0       11.024522   -1.820770   -0.088143
     93          1           0        9.614873   -7.589276   -0.036964
     94          1           0       11.862662   -6.535812   -0.046279
     95          6           0       -6.224804    6.841344   -0.165307
     96          6           0       -3.756346    7.084066   -0.167442
     97          6           0       -1.245372    7.205891   -0.168441
     98          6           0        1.244771    7.205890   -0.168445
     99          6           0        3.755846    7.084029   -0.167290
    100          6           0        6.224250    6.841232   -0.165107
    101          6           0        5.103686    7.634938   -0.172175
    102          6           0        2.557640    7.819344   -0.173859
    103          6           0       -0.000208    7.895735   -0.174527
    104          1           0       -0.000339    8.982860   -0.184236
    105          6           0       -2.558099    7.819393   -0.173938
    106          6           0       -5.104223    7.635021   -0.172328
    107          1           0        7.204947    7.308996   -0.169239
    108          1           0        5.219048    8.715356   -0.181755
    109          1           0        2.612031    8.905287   -0.183485
    110          1           0       -2.612579    8.905327   -0.183575
    111          1           0       -5.219617    8.715437   -0.181924
    112          6           0       -8.160760    2.181809   -0.124013
    113          6           0       -7.946436    0.780331   -0.111497
    114          6           0       -4.824252   -6.065920   -0.050760
    115          6           0       -6.171925   -4.039325   -0.054773
    116          6           0       -7.579715   -2.035555   -0.073463
    117          6           0       -9.050395   -0.069291   -0.104055
    118          6           0       -6.088834   -5.478776   -0.055923
    119          6           0       -7.472905   -3.458380   -0.063068
    120          6           0       -8.908830   -1.462756   -0.091620
    121          1           0       -4.739426   -7.148069   -0.041108
    122          6           0      -10.045425   -2.289097   -0.084346
    123          6           0       -8.641438   -4.278378   -0.064311
    124          6           0       -7.250505   -6.272568   -0.048946
    125          6           0       -8.535424   -5.713504   -0.053903
    126          6           0       -9.955155   -3.688825   -0.071899
    127          1           0       -7.139039   -7.352798   -0.039330
    128          6           0      -11.105058   -4.524599   -0.064500
    129          6           0       -9.715129   -6.508633   -0.046867
    130          6           0      -10.974580   -5.912565   -0.052180
    131          1           0      -11.863664   -6.535445   -0.046665
    132          1           0       -7.205354    7.309116   -0.169474
    133          1           0       -8.257815    4.901445   -0.148115
    134          1           0       -9.183747    2.546383   -0.127228
    135          1           0      -10.048013    0.359041   -0.107825
    136          1           0      -11.025467   -1.821011   -0.088493
    137          1           0      -12.086827   -4.062407   -0.068618
    138          1           0       -9.615843   -7.589118   -0.037275
    139          8           0        0.038640    0.387484    1.842134
    140          8           0       -0.004220    3.617212    2.009365
    141          3           0        0.005180    2.016978    2.738985
 ---------------------------------------------------------------------
 GradGradGradGradGradGradGradGradGradGradGradGradGradGradGradGradGradGrad
 Step number   13 

 GradGradGradGradGradGradGradGradGradGradGradGradGradGradGradGradGradGrad
                         Standard orientation:                         
 ---------------------------------------------------------------------
 Center     Atomic      Atomic             Coordinates (Angstroms)
 Number     Number       Type             X           Y           Z
 ---------------------------------------------------------------------
      1          6           0        4.986436   -3.225240   -0.040979
      2          6           0        3.711005   -3.851429   -0.047780
      3          6           0        2.494281   -3.083431   -0.031400
      4          6           0        2.522804   -1.608648    0.040046
      5          6           0        3.886872   -0.954242    0.007875
      6          6           0        5.067811   -1.775089   -0.029170
      7          6           0        1.257794   -3.810712   -0.050314
      8          6           0        0.001184   -1.763772    0.050834
      9          6           0       -0.000058   -3.152307   -0.037709
     10          6           0       -1.258371   -3.810247   -0.050667
     11          6           0       -2.495468   -3.082888   -0.031180
     12          6           0       -2.524487   -1.608590    0.039865
     13          6           0       -1.221134   -1.008496    0.131940
     14          6           0        1.221673   -1.009163    0.136627
     15          6           0        0.757594    0.377703    0.429588
     16          6           0       -0.764204    0.375937    0.394096
     17          6           0        4.101587    0.505080   -0.033814
     18          6           0        1.606731    1.511288    0.144379
     19          6           0        3.078505    1.469874   -0.026446
     20          6           0       -3.887587   -0.954131    0.007651
     21          6           0       -1.608146    1.509622    0.146780
     22          6           0       -3.081204    1.470717   -0.019897
     23          6           0        3.456943    2.838373   -0.139752
     24          6           0        1.219568    2.847454    0.139502
     25          6           0       -1.220320    2.849214    0.144850
     26          6           0       -3.457868    2.838447   -0.130101
     27          6           0        2.353807    3.653867   -0.062385
     28          6           0       -2.354170    3.653628   -0.052050
     29          6           0        0.000640    3.562325    0.550778
     30          6           0        2.417122    5.033395   -0.086209
     31          6           0        0.000117    5.060819    0.092759
     32          6           0       -2.417393    5.034225   -0.080408
     33          6           0       -3.689653    5.641138   -0.153732
     34          6           0       -4.844499    4.816864   -0.168088
     35          6           0       -4.715986    3.394199   -0.169851
     36          6           0       -1.200574    5.773664   -0.043531
     37          6           0        1.200038    5.773394   -0.045582
     38          6           0        3.689744    5.640964   -0.156641
     39          6           0        4.715079    3.393933   -0.175450
     40          6           0        5.484818    1.069704   -0.093044
     41          6           0        6.417514   -1.205464   -0.062630
     42          6           0        6.170799   -4.039319   -0.054270
     43          6           0        7.578668   -2.035558   -0.073012
     44          6           0        6.604122    0.209225   -0.088014
     45          6           0        5.775521    2.486379   -0.137460
     46          6           0        4.843944    4.816857   -0.171012
     47          6           0        7.472033   -3.458423   -0.062650
     48          6           0       -6.161787    5.385568   -0.152682
     49          6           0       -5.776203    2.486697   -0.135498
     50          6           0       -5.486033    1.069802   -0.091697
     51          6           0       -5.069038   -1.775247   -0.030047
     52          6           0       -3.711978   -3.851142   -0.047989
     53          6           0       -6.418440   -1.205370   -0.063179
     54          6           0       -6.605201    0.209387   -0.087991
     55          6           0       -7.094742    3.068580   -0.132100
     56          6           0       -7.245190    4.506794   -0.144892
     57          6           0       -4.103348    0.505193   -0.031551
     58          6           0       -4.987471   -3.225030   -0.041714
     59          6           0        6.087846   -5.478927   -0.056121
     60          6           0        3.653490   -5.301827   -0.057738
     61          6           0        1.227160   -5.256255   -0.058198
     62          6           0       -1.228095   -5.256162   -0.058212
     63          6           0       -3.654490   -5.301638   -0.057763
     64          6           0        8.640481   -4.278352   -0.064261
     65          6           0        4.823450   -6.066011   -0.050923
     66          1           0        4.738350   -7.148146   -0.041323
     67          6           0        2.424827   -5.962047   -0.051826
     68          6           0        8.534379   -5.713597   -0.054017
     69          6           0        7.249472   -6.272597   -0.049078
     70          1           0        7.137843   -7.352936   -0.039480
     71          6           0       -2.425752   -5.961900   -0.051914
     72          1           0       -2.408264   -7.046925   -0.042286
     73          1           0        2.407235   -7.047075   -0.042249
     74          6           0       -0.000472   -5.926636   -0.052169
     75          1           0       -0.000504   -7.012086   -0.042572
     76          6           0        6.161330    5.385222   -0.152543
     77          6           0        7.094260    3.068213   -0.131932
     78          6           0        7.945639    0.780130   -0.111623
     79          6           0        8.907821   -1.462986   -0.091727
     80          6           0        9.954451   -3.688959   -0.071973
     81          6           0        9.714047   -6.508711   -0.046950
     82          6           0        7.244680    4.506507   -0.144789
     83          6           0        8.160206    2.181564   -0.124139
     84          1           0        9.183370    2.545965   -0.127319
     85          6           0        9.049521   -0.069600   -0.104136
     86          1           0       10.047205    0.358739   -0.107898
     87          6           0       10.044452   -2.289367   -0.084407
     88          6           0       11.104192   -4.524892   -0.064545
     89          1           0       12.086108   -4.062816   -0.068636
     90          6           0       10.973589   -5.912874   -0.052226
     91          1           0        8.257430    4.901212   -0.148225
     92          1           0       11.024479   -1.820875   -0.088544
     93          1           0        9.614752   -7.589361   -0.037358
     94          1           0       11.862555   -6.535927   -0.046688
     95          6           0       -6.224731    6.841473   -0.165592
     96          6           0       -3.756269    7.084162   -0.167743
     97          6           0       -1.245294    7.205953   -0.168758
     98          6           0        1.244849    7.205918   -0.168778
     99          6           0        3.755922    7.084023   -0.167641
    100          6           0        6.224323    6.841193   -0.165474
    101          6           0        5.103769    7.634914   -0.172534
    102          6           0        2.557727    7.819354   -0.174202
    103          6           0       -0.000120    7.895780   -0.174852
    104          1           0       -0.000237    8.982905   -0.184561
    105          6           0       -2.558013    7.819472   -0.174247
    106          6           0       -5.104139    7.635135   -0.172620
    107          1           0        7.205026    7.308944   -0.169612
    108          1           0        5.219147    8.715330   -0.182115
    109          1           0        2.612132    8.905297   -0.183827
    110          1           0       -2.612478    8.905407   -0.183883
    111          1           0       -5.219518    8.715552   -0.182215
    112          6           0       -8.160749    2.181964   -0.124288
    113          6           0       -7.946445    0.780484   -0.111773
    114          6           0       -4.824353   -6.065809   -0.051059
    115          6           0       -6.171985   -4.039167   -0.054805
    116          6           0       -7.579763   -2.035395   -0.073473
    117          6           0       -9.050414   -0.069124   -0.104324
    118          6           0       -6.088926   -5.478648   -0.056214
    119          6           0       -7.472978   -3.458203   -0.063130
    120          6           0       -8.908869   -1.462591   -0.091891
    121          1           0       -4.739541   -7.147960   -0.041408
    122          6           0      -10.045475   -2.288916   -0.084610
    123          6           0       -8.641527   -4.278208   -0.064535
    124          6           0       -7.250608   -6.272425   -0.049230
    125          6           0       -8.535520   -5.713344   -0.054178
    126          6           0       -9.955224   -3.688645   -0.072164
    127          1           0       -7.139157   -7.352656   -0.039614
    128          6           0      -11.105138   -4.524405   -0.064758
    129          6           0       -9.715236   -6.508457   -0.047134
    130          6           0      -10.974679   -5.912372   -0.052439
    131          1           0      -11.863771   -6.535240   -0.046919
    132          1           0       -7.205275    7.309258   -0.169752
    133          1           0       -8.257768    4.901601   -0.148387
    134          1           0       -9.183732    2.546552   -0.127495
    135          1           0      -10.048027    0.359222   -0.108088
    136          1           0      -11.025510   -1.820817   -0.088750
    137          1           0      -12.086900   -4.062198   -0.068870
    138          1           0       -9.615964   -7.588943   -0.037543
    139          8           0        0.036909    0.385695    1.844285
    140          8           0       -0.001487    3.614607    2.009187
    141          3           0        0.007579    2.017612    2.741257
 ---------------------------------------------------------------------
 GradGradGradGradGradGradGradGradGradGradGradGradGradGradGradGradGradGrad
 Step number   14 

 GradGradGradGradGradGradGradGradGradGradGradGradGradGradGradGradGradGrad
                         Standard orientation:                         
 ---------------------------------------------------------------------
 Center     Atomic      Atomic             Coordinates (Angstroms)
 Number     Number       Type             X           Y           Z
 ---------------------------------------------------------------------
      1          6           0        4.986335   -3.225231   -0.041461
      2          6           0        3.710918   -3.851428   -0.048082
      3          6           0        2.494197   -3.083404   -0.031889
      4          6           0        2.522674   -1.608682    0.038894
      5          6           0        3.886654   -0.954238    0.005524
      6          6           0        5.067698   -1.775064   -0.030413
      7          6           0        1.257616   -3.810641   -0.050513
      8          6           0        0.000768   -1.763609    0.050683
      9          6           0       -0.000324   -3.152127   -0.037912
     10          6           0       -1.258533   -3.810222   -0.050614
     11          6           0       -2.495499   -3.082808   -0.030912
     12          6           0       -2.524422   -1.608477    0.040518
     13          6           0       -1.221298   -1.008273    0.133007
     14          6           0        1.221425   -1.009156    0.135670
     15          6           0        0.758996    0.377390    0.426414
     16          6           0       -0.763583    0.376001    0.398298
     17          6           0        4.101503    0.505102   -0.035564
     18          6           0        1.606677    1.511046    0.143263
     19          6           0        3.078565    1.469984   -0.026502
     20          6           0       -3.887567   -0.954001    0.008676
     21          6           0       -1.607919    1.510072    0.148237
     22          6           0       -3.080864    1.470796   -0.019985
     23          6           0        3.456992    2.838481   -0.138338
     24          6           0        1.219141    2.847361    0.137762
     25          6           0       -1.220609    2.849571    0.145370
     26          6           0       -3.457798    2.838338   -0.132024
     27          6           0        2.353619    3.653836   -0.062460
     28          6           0       -2.354077    3.653608   -0.053816
     29          6           0        0.000563    3.562425    0.549951
     30          6           0        2.417171    5.033432   -0.085834
     31          6           0        0.000273    5.060719    0.092963
     32          6           0       -2.417280    5.034176   -0.081054
     33          6           0       -3.689569    5.641191   -0.154184
     34          6           0       -4.844436    4.816939   -0.168658
     35          6           0       -4.715897    3.394205   -0.170829
     36          6           0       -1.200419    5.773633   -0.043315
     37          6           0        1.200137    5.773428   -0.045290
     38          6           0        3.689783    5.640984   -0.156222
     39          6           0        4.715129    3.393978   -0.174617
     40          6           0        5.484783    1.069688   -0.093513
     41          6           0        6.417448   -1.205487   -0.063118
     42          6           0        6.170743   -4.039344   -0.054330
     43          6           0        7.578601   -2.035581   -0.073043
     44          6           0        6.604111    0.209217   -0.088205
     45          6           0        5.775541    2.486385   -0.137179
     46          6           0        4.844021    4.816850   -0.170412
     47          6           0        7.471956   -3.458469   -0.062642
     48          6           0       -6.161739    5.385674   -0.152553
     49          6           0       -5.776232    2.486779   -0.135847
     50          6           0       -5.485959    1.069893   -0.091721
     51          6           0       -5.069039   -1.775100   -0.029316
     52          6           0       -3.711994   -3.851052   -0.047753
     53          6           0       -6.418419   -1.205231   -0.062854
     54          6           0       -6.605186    0.209507   -0.087823
     55          6           0       -7.094720    3.068697   -0.132012
     56          6           0       -7.245152    4.506912   -0.144785
     57          6           0       -4.103210    0.505280   -0.031315
     58          6           0       -4.987514   -3.224907   -0.041345
     59          6           0        6.087776   -5.478954   -0.056017
     60          6           0        3.653422   -5.301828   -0.057655
     61          6           0        1.227092   -5.256229   -0.058139
     62          6           0       -1.228163   -5.256111   -0.058177
     63          6           0       -3.654559   -5.301560   -0.057753
     64          6           0        8.640422   -4.278414   -0.064114
     65          6           0        4.823373   -6.066024   -0.050840
     66          1           0        4.738261   -7.148159   -0.041255
     67          6           0        2.424751   -5.962035   -0.051764
     68          6           0        8.534306   -5.713651   -0.053892
     69          6           0        7.249393   -6.272637   -0.048973
     70          1           0        7.137752   -7.352975   -0.039391
     71          6           0       -2.425828   -5.961835   -0.051901
     72          1           0       -2.408351   -7.046861   -0.042287
     73          1           0        2.407147   -7.047063   -0.042202
     74          6           0       -0.000548   -5.926597   -0.052132
     75          1           0       -0.000591   -7.012047   -0.042549
     76          6           0        6.161378    5.385195   -0.152291
     77          6           0        7.094282    3.068177   -0.131703
     78          6           0        7.945637    0.780084   -0.111416
     79          6           0        8.907794   -1.463043   -0.091541
     80          6           0        9.954400   -3.689027   -0.071807
     81          6           0        9.713965   -6.508777   -0.046824
     82          6           0        7.244718    4.506468   -0.144539
     83          6           0        8.160219    2.181516   -0.123911
     84          1           0        9.183387    2.545905   -0.127076
     85          6           0        9.049510   -0.069659   -0.103930
     86          1           0       10.047198    0.358670   -0.107676
     87          6           0       10.044416   -2.289436   -0.084221
     88          6           0       11.104132   -4.524973   -0.064378
     89          1           0       12.086053   -4.062907   -0.068453
     90          6           0       10.973514   -5.912954   -0.052080
     91          1           0        8.257472    4.901163   -0.147960
     92          1           0       11.024448   -1.820954   -0.088342
     93          1           0        9.614659   -7.589426   -0.037248
     94          1           0       11.862473   -6.536016   -0.046541
     95          6           0       -6.224668    6.841580   -0.165444
     96          6           0       -3.756203    7.084243   -0.167567
     97          6           0       -1.245226    7.206007   -0.168556
     98          6           0        1.244916    7.205944   -0.168551
     99          6           0        3.755988    7.084023   -0.167391
    100          6           0        6.224386    6.841166   -0.165203
    101          6           0        5.103841    7.634899   -0.172263
    102          6           0        2.557801    7.819367   -0.173953
    103          6           0       -0.000046    7.895821   -0.174628
    104          1           0       -0.000151    8.982945   -0.184323
    105          6           0       -2.557939    7.819540   -0.174049
    106          6           0       -5.104067    7.635230   -0.172450
    107          1           0        7.205095    7.308906   -0.169325
    108          1           0        5.219231    8.715314   -0.181828
    109          1           0        2.612218    8.905309   -0.183564
    110          1           0       -2.612392    8.905475   -0.183671
    111          1           0       -5.219435    8.715649   -0.182032
    112          6           0       -8.160737    2.182091   -0.124222
    113          6           0       -7.946447    0.780609   -0.111723
    114          6           0       -4.824430   -6.065719   -0.051071
    115          6           0       -6.172009   -4.039029   -0.054619
    116          6           0       -7.579783   -2.035255   -0.073287
    117          6           0       -9.050426   -0.068987   -0.104297
    118          6           0       -6.088997   -5.478544   -0.056230
    119          6           0       -7.473025   -3.458055   -0.062978
    120          6           0       -8.908896   -1.462456   -0.091881
    121          1           0       -4.739630   -7.147871   -0.041434
    122          6           0      -10.045511   -2.288769   -0.084623
    123          6           0       -8.641585   -4.278065   -0.064506
    124          6           0       -7.250687   -6.272308   -0.049268
    125          6           0       -8.535593   -5.713214   -0.054222
    126          6           0       -9.955275   -3.688499   -0.072194
    127          1           0       -7.139247   -7.352541   -0.039666
    128          6           0      -11.105198   -4.524246   -0.064811
    129          6           0       -9.715317   -6.508313   -0.047200
    130          6           0      -10.974754   -5.912215   -0.052510
    131          1           0      -11.863853   -6.535073   -0.047006
    132          1           0       -7.205206    7.309376   -0.169608
    133          1           0       -8.257726    4.901730   -0.148286
    134          1           0       -9.183715    2.546690   -0.127434
    135          1           0      -10.048034    0.359369   -0.108065
    136          1           0      -11.025541   -1.820659   -0.088766
    137          1           0      -12.086955   -4.062029   -0.068926
    138          1           0       -9.616057   -7.588801   -0.037623
    139          8           0        0.032842    0.384728    1.845288
    140          8           0        0.000439    3.611300    2.008658
    141          3           0        0.014477    2.019049    2.743098
 ---------------------------------------------------------------------
 GradGradGradGradGradGradGradGradGradGradGradGradGradGradGradGradGradGrad
 Step number   15 

 GradGradGradGradGradGradGradGradGradGradGradGradGradGradGradGradGradGrad
                         Standard orientation:                         
 ---------------------------------------------------------------------
 Center     Atomic      Atomic             Coordinates (Angstroms)
 Number     Number       Type             X           Y           Z
 ---------------------------------------------------------------------
      1          6           0        4.986380   -3.225196   -0.041360
      2          6           0        3.710972   -3.851405   -0.047906
      3          6           0        2.494273   -3.083368   -0.031333
      4          6           0        2.522735   -1.608722    0.039839
      5          6           0        3.886683   -0.954191    0.007162
      6          6           0        5.067752   -1.775037   -0.029762
      7          6           0        1.257616   -3.810572   -0.050392
      8          6           0        0.000408   -1.763526    0.050845
      9          6           0       -0.000395   -3.152055   -0.037856
     10          6           0       -1.258528   -3.810245   -0.050703
     11          6           0       -2.495412   -3.082809   -0.031204
     12          6           0       -2.524282   -1.608430    0.040333
     13          6           0       -1.221428   -1.008201    0.133677
     14          6           0        1.221219   -1.009175    0.135497
     15          6           0        0.759923    0.377007    0.423540
     16          6           0       -0.762944    0.376192    0.402206
     17          6           0        4.101613    0.505129   -0.034235
     18          6           0        1.606687    1.510901    0.143383
     19          6           0        3.078754    1.470104   -0.025362
     20          6           0       -3.887513   -0.953973    0.008336
     21          6           0       -1.607651    1.510389    0.148270
     22          6           0       -3.080431    1.470658   -0.021313
     23          6           0        3.457054    2.838513   -0.137141
     24          6           0        1.218958    2.847414    0.137468
     25          6           0       -1.220691    2.849609    0.144996
     26          6           0       -3.457682    2.838250   -0.134041
     27          6           0        2.353523    3.653796   -0.061914
     28          6           0       -2.354052    3.653629   -0.055448
     29          6           0        0.000377    3.562483    0.549632
     30          6           0        2.417201    5.033490   -0.085314
     31          6           0        0.000301    5.060684    0.093278
     32          6           0       -2.417253    5.034124   -0.081678
     33          6           0       -3.689568    5.641224   -0.154527
     34          6           0       -4.844376    4.816977   -0.169086
     35          6           0       -4.715778    3.394191   -0.171862
     36          6           0       -1.200331    5.773615   -0.043287
     37          6           0        1.200168    5.773471   -0.044997
     38          6           0        3.689788    5.641009   -0.155912
     39          6           0        4.715183    3.394008   -0.173967
     40          6           0        5.484831    1.069692   -0.093054
     41          6           0        6.417487   -1.205470   -0.062996
     42          6           0        6.170801   -4.039321   -0.054519
     43          6           0        7.578646   -2.035564   -0.073207
     44          6           0        6.604173    0.209236   -0.088148
     45          6           0        5.775577    2.486407   -0.136919
     46          6           0        4.844073    4.816863   -0.170096
     47          6           0        7.471995   -3.458451   -0.062852
     48          6           0       -6.161695    5.385697   -0.152387
     49          6           0       -5.776189    2.486794   -0.136314
     50          6           0       -5.485810    1.069921   -0.092288
     51          6           0       -5.068956   -1.775035   -0.029523
     52          6           0       -3.711931   -3.851026   -0.047864
     53          6           0       -6.418355   -1.205187   -0.062952
     54          6           0       -6.605090    0.209547   -0.087939
     55          6           0       -7.094675    3.068719   -0.131852
     56          6           0       -7.245108    4.506934   -0.144607
     57          6           0       -4.102975    0.505272   -0.032220
     58          6           0       -4.987457   -3.224876   -0.041419
     59          6           0        6.087822   -5.478931   -0.056212
     60          6           0        3.653468   -5.301806   -0.057801
     61          6           0        1.227138   -5.256207   -0.058235
     62          6           0       -1.228117   -5.256088   -0.058224
     63          6           0       -3.654513   -5.301538   -0.057752
     64          6           0        8.640474   -4.278399   -0.064380
     65          6           0        4.823419   -6.066002   -0.051016
     66          1           0        4.738308   -7.148137   -0.041442
     67          6           0        2.424798   -5.962012   -0.051892
     68          6           0        8.534352   -5.713628   -0.054139
     69          6           0        7.249440   -6.272614   -0.049200
     70          1           0        7.137799   -7.352953   -0.039627
     71          6           0       -2.425781   -5.961813   -0.051932
     72          1           0       -2.408304   -7.046839   -0.042329
     73          1           0        2.407194   -7.047041   -0.042341
     74          6           0       -0.000501   -5.926575   -0.052210
     75          1           0       -0.000544   -7.012025   -0.042640
     76          6           0        6.161422    5.385219   -0.152372
     77          6           0        7.094326    3.068200   -0.131827
     78          6           0        7.945681    0.780107   -0.111582
     79          6           0        8.907839   -1.463020   -0.091750
     80          6           0        9.954446   -3.689004   -0.072061
     81          6           0        9.714012   -6.508755   -0.047103
     82          6           0        7.244762    4.506492   -0.144651
     83          6           0        8.160263    2.181539   -0.124066
     84          1           0        9.183432    2.545929   -0.127247
     85          6           0        9.049555   -0.069636   -0.104126
     86          1           0       10.047243    0.358693   -0.107888
     87          6           0       10.044462   -2.289413   -0.084461
     88          6           0       11.104178   -4.524950   -0.064664
     89          1           0       12.086099   -4.062884   -0.068754
     90          6           0       10.973560   -5.912931   -0.052377
     91          1           0        8.257516    4.901187   -0.148088
     92          1           0       11.024494   -1.820931   -0.088597
     93          1           0        9.614706   -7.589404   -0.037537
     94          1           0       11.862520   -6.535994   -0.046863
     95          6           0       -6.224624    6.841603   -0.165261
     96          6           0       -3.756160    7.084266   -0.167432
     97          6           0       -1.245183    7.206030   -0.168469
     98          6           0        1.244960    7.205968   -0.168514
     99          6           0        3.756031    7.084046   -0.167405
    100          6           0        6.224430    6.841190   -0.165269
    101          6           0        5.103885    7.634923   -0.172299
    102          6           0        2.557844    7.819390   -0.173936
    103          6           0       -0.000002    7.895844   -0.174559
    104          1           0       -0.000108    8.982969   -0.184242
    105          6           0       -2.557896    7.819563   -0.173930
    106          6           0       -5.104024    7.635253   -0.172282
    107          1           0        7.205138    7.308930   -0.169406
    108          1           0        5.219274    8.715338   -0.181854
    109          1           0        2.612261    8.905332   -0.183536
    110          1           0       -2.612349    8.905499   -0.183539
    111          1           0       -5.219392    8.715672   -0.181850
    112          6           0       -8.160692    2.182114   -0.124050
    113          6           0       -7.946402    0.780631   -0.111571
    114          6           0       -4.824383   -6.065697   -0.051055
    115          6           0       -6.171936   -4.038990   -0.054547
    116          6           0       -7.579723   -2.035212   -0.073189
    117          6           0       -9.050381   -0.068965   -0.104132
    118          6           0       -6.088950   -5.478522   -0.056182
    119          6           0       -7.472978   -3.458018   -0.062875
    120          6           0       -8.908850   -1.462434   -0.091734
    121          1           0       -4.739583   -7.147849   -0.041431
    122          6           0      -10.045465   -2.288747   -0.084462
    123          6           0       -8.641528   -4.278030   -0.064368
    124          6           0       -7.250641   -6.272287   -0.049206
    125          6           0       -8.535546   -5.713192   -0.054128
    126          6           0       -9.955229   -3.688477   -0.072050
    127          1           0       -7.139200   -7.352520   -0.039618
    128          6           0      -11.105152   -4.524225   -0.064653
    129          6           0       -9.715271   -6.508292   -0.047091
    130          6           0      -10.974707   -5.912194   -0.052369
    131          1           0      -11.863807   -6.535052   -0.046855
    132          1           0       -7.205163    7.309399   -0.169401
    133          1           0       -8.257682    4.901753   -0.148083
    134          1           0       -9.183670    2.546713   -0.127239
    135          1           0      -10.047989    0.359391   -0.107876
    136          1           0      -11.025496   -1.820638   -0.088581
    137          1           0      -12.086909   -4.062008   -0.068744
    138          1           0       -9.616010   -7.588780   -0.037528
    139          8           0        0.026324    0.384471    1.845205
    140          8           0        0.000278    3.609008    2.008205
    141          3           0        0.019411    2.021034    2.743979
 ---------------------------------------------------------------------
  GradGradGradGradGradGradGradGradGradGradGradGradGradGradGradGradGradGrad
 Step number   16 

 GradGradGradGradGradGradGradGradGradGradGradGradGradGradGradGradGradGrad
                         Standard orientation:                         
 ---------------------------------------------------------------------
 Center     Atomic      Atomic             Coordinates (Angstroms)
 Number     Number       Type             X           Y           Z
 ---------------------------------------------------------------------
      1          6           0        4.986526   -3.225161   -0.041378
      2          6           0        3.711118   -3.851374   -0.047911
      3          6           0        2.494444   -3.083303   -0.031341
      4          6           0        2.522890   -1.608692    0.039714
      5          6           0        3.886736   -0.954116    0.006107
      6          6           0        5.067879   -1.775024   -0.030193
      7          6           0        1.257728   -3.810497   -0.050316
      8          6           0        0.000033   -1.763438    0.050911
      9          6           0       -0.000346   -3.152034   -0.037789
     10          6           0       -1.258414   -3.810314   -0.050516
     11          6           0       -2.495207   -3.082913   -0.031182
     12          6           0       -2.524005   -1.608441    0.040105
     13          6           0       -1.221508   -1.008321    0.134368
     14          6           0        1.221088   -1.009140    0.135092
     15          6           0        0.760705    0.376659    0.419251
     16          6           0       -0.761975    0.376599    0.406517
     17          6           0        4.101768    0.505153   -0.034475
     18          6           0        1.606846    1.510804    0.143846
     19          6           0        3.079025    1.470249   -0.025060
     20          6           0       -3.887392   -0.954016    0.006789
     21          6           0       -1.607302    1.510642    0.146683
     22          6           0       -3.079899    1.470362   -0.023416
     23          6           0        3.457132    2.838530   -0.136610
     24          6           0        1.219056    2.847620    0.138531
